symbol,date,time,open,high,low,close,volume
LT,2026-09-01,13:45,3589.79,3631.06,3587.63,3615.62,336930
LT,2026-09-01,14:15,3615.62,3620.61,3604.35,3608.18,55760
LT,2026-09-01,14:45,3608.18,3643.59,3594.08,3638.21,69150
LT,2026-09-01,15:15,3638.21,3679.58,3632.65,3674.18,344072
BHARTIARTL,2026-09-01,09:15,1850.00,1857.34,1834.88,1841.81,60650
BHARTIARTL,2026-09-01,09:45,1841.81,1858.72,1837.94,1849.88,214578
BHARTIARTL,2026-09-01,10:15,1849.88,1854.69,1837.48,1838.65,445482
BHARTIARTL,2026-09-01,10:45,1838.65,1846.22,1821.98,1823.95,466212
BHARTIARTL,2026-09-01,11:15,1823.95,1842.21,1819.83,1836.56,374950
BHARTIARTL,2026-09-01,11:45,1836.56,1844.84,1832.17,1843.05,474210
BHARTIARTL,2026-09-01,12:15,1843.05,1855.65,1834.92,1855.26,468085
BHARTIARTL,2026-09-01,12:45,1855.26,1872.05,1850.25,1868.46,323466
BHARTIARTL,2026-09-01,13:15,1868.46,1875.27,1863.26,1868.65,229609
BHARTIARTL,2026-09-01,13:45,1868.65,1888.97,1863.41,1881.87,173012
BHARTIARTL,2026-09-01,14:15,1881.87,1900.52,1874.61,1897.26,183571
BHARTIARTL,2026-09-01,14:45,1897.26,1904.35,1886.67,1888.23,398650
BHARTIARTL,2026-09-01,15:15,1888.23,1896.97,1871.48,1876.19,441242
WIPRO,2026-09-01,09:15,520.00,521.44,517.98,518.27,261834
WIPRO,2026-09-01,09:45,518.27,519.17,513.17,514.74,225652
WIPRO,2026-09-01,10:15,514.74,516.04,509.85,510.55,205221
WIPRO,2026-09-01,10:45,510.55,510.87,505.88,507.32,57461
WIPRO,2026-09-01,11:15,507.32,507.92,506.11,506.29,388169
WIPRO,2026-09-01,11:45,506.29,507.72,502.51,504.39,401080
WIPRO,2026-09-01,12:15,504.39,504.95,500.68,500.84,196484
WIPRO,2026-09-01,12:45,500.84,500.89,496.15,496.88,401867
WIPRO,2026-09-01,13:15,496.88,500.36,496.01,499.54,152094
WIPRO,2026-09-01,13:45,499.54,500.35,493.17,495.51,121121
WIPRO,2026-09-01,14:15,495.51,496.64,491.49,491.50,424320
WIPRO,2026-09-01,14:45,491.50,494.04,490.44,492.41,366814
WIPRO,2026-09-01,15:15,492.41,496.04,492.18,495.25,152251
RELIANCE,2026-09-02,09:15,1450.00,1465.11,1444.72,1458.76,141897
RELIANCE,2026-09-02,09:45,1458.76,1462.23,1449.89,1451.05,310738
RELIANCE,2026-09-02,10:15,1451.05,1457.23,1444.37,1451.43,352503
RELIANCE,2026-09-02,10:45,1451.43,1452.01,1436.06,1438.20,180227
RELIANCE,2026-09-02,11:15,1438.20,1457.69,1432.20,1450.60,483531
RELIANCE,2026-09-02,11:45,1450.60,1464.47,1445.47,1462.25,110490
RELIANCE,2026-09-02,12:15,1462.25,1472.60,1460.55,1472.15,247991
RELIANCE,2026-09-02,12:45,1472.15,1482.89,1467.71,1476.89,452059
RELIANCE,2026-09-02,13:15,1476.89,1483.82,1470.13,1472.43,262235
RELIANCE,2026-09-02,13:45,1472.43,1483.74,1466.82,1479.42,242844
RELIANCE,2026-09-02,14:15,1479.42,1488.02,1473.39,1483.55,471013
RELIANCE,2026-09-02,14:45,1483.55,1488.65,1475.37,1481.14,270903
RELIANCE,2026-09-02,15:15,1481.14,1499.39,1477.58,1495.12,171879
TCS,2026-09-02,09:15,3200.00,3213.37,3186.79,3194.35,441709
TCS,2026-09-02,09:45,3194.35,3225.44,3184.91,3217.48,398267
TCS,2026-09-02,10:15,3217.48,3219.29,3180.38,3188.62,171574
TCS,2026-09-02,10:45,3188.62,3190.60,3170.05,3173.87,474837
TCS,2026-09-02,11:15,3173.87,3190.53,3168.94,3184.94,393487
TCS,2026-09-02,11:45,3184.94,3201.43,3182.31,3199.94,146179
TCS,2026-09-02,12:15,3199.94,3213.03,3164.78,3169.15,233421
TCS,2026-09-02,12:45,3169.15,3170.46,3148.39,3152.85,118862
TCS,2026-09-02,13:15,3152.85,3171.91,3143.58,3170.49,283405
TCS,2026-09-02,13:45,3170.49,3181.59,3160.59,3179.92,247741
TCS,2026-09-02,14:15,3179.92,3192.87,3164.39,3177.68,415041
TCS,2026-09-02,14:45,3177.68,3185.15,3149.14,3154.53,355741
TCS,2026-09-02,15:15,3154.53,3157.19,3111.23,3123.64,88361
INFY,2026-09-02,09:15,1550.00,1553.74,1542.13,1544.12,236118
INFY,2026-09-02,09:45,1544.12,1559.89,1538.88,1559.11,422466
INFY,2026-09-02,10:15,1559.11,1563.07,1547.55,1547.68,133175
INFY,2026-09-02,10:45,1547.68,1555.56,1545.45,1548.87,293944
INFY,2026-09-02,11:15,1548.87,1553.53,1537.48,1542.83,447634
INFY,2026-09-02,11:45,1542.83,1559.24,1538.45,1552.19,142987
INFY,2026-09-02,12:15,1552.19,1559.25,1535.55,1540.01,229451
INFY,2026-09-02,12:45,1540.01,1549.56,1538.52,1547.19,112608
INFY,2026-09-02,13:15,1547.19,1550.15,1541.27,1547.90,406400
INFY,2026-09-02,13:45,1547.90,1553.92,1536.66,1543.82,415049
INFY,2026-09-02,14:15,1543.82,1547.55,1539.97,1546.14,415030
INFY,2026-09-02,14:45,1546.14,1559.14,1543.98,1552.27,105214
INFY,2026-09-02,15:15,1552.27,1557.31,1549.32,1550.48,390239
HDFCBANK,2026-09-02,09:15,1750.00,1767.08,1742.23,1760.63,68475
HDFCBANK,2026-09-02,09:45,1760.63,1768.34,1741.34,1743.58,309393
HDFCBANK,2026-09-02,10:15,1743.58,1762.78,1742.38,1754.87,181996
HDFCBANK,2026-09-02,10:45,1754.87,1758.20,1739.86,1748.30,185582
HDFCBANK,2026-09-02,11:15,1748.30,1753.06,1740.22,1740.30,113810
HDFCBANK,2026-09-02,11:45,1740.30,1760.13,1735.84,1752.82,359395
HDFCBANK,2026-09-02,12:15,1752.82,1772.28,1746.29,1767.94,91241
HDFCBANK,2026-09-02,12:45,1767.94,1779.60,1761.71,1771.43,320780
HDFCBANK,2026-09-02,13:15,1771.43,1771.88,1748.12,1755.73,285002
HDFCBANK,2026-09-02,13:45,1755.73,1758.76,1738.59,1741.51,66954
HDFCBANK,2026-09-02,14:15,1741.51,1746.69,1724.30,1724.60,136323
HDFCBANK,2026-09-02,14:45,1724.60,1738.11,1719.51,1731.85,499354
HDFCBANK,2026-09-02,15:15,1731.85,1741.95,1724.91,1740.39,192235
ICICIBANK,2026-09-02,09:15,1350.00,1355.22,1338.94,1339.95,431001
ICICIBANK,2026-09-02,09:45,1339.95,1347.52,1339.51,1342.18,313198
ICICIBANK,2026-09-02,10:15,1342.18,1342.25,1329.71,1333.05,305914
ICICIBANK,2026-09-02,10:45,1333.05,1338.56,1328.39,1333.70,117850
ICICIBANK,2026-09-02,11:15,1333.70,1352.61,1332.32,1346.18,129414
ICICIBANK,2026-09-02,11:45,1346.18,1350.92,1342.30,1343.36,181045
ICICIBANK,2026-09-02,12:15,1343.36,1353.02,1339.83,1348.36,273313
ICICIBANK,2026-09-02,12:45,1348.36,1349.18,1337.59,1342.49,384719
ICICIBANK,2026-09-02,13:15,1342.49,1346.00,1342.04,1344.30,69931
ICICIBANK,2026-09-02,13:45,1344.30,1350.76,1327.95,1330.99,324251
ICICIBANK,2026-09-02,14:15,1330.99,1335.71,1328.86,1333.25,289835
ICICIBANK,2026-09-02,14:45,1333.25,1338.23,1326.96,1327.09,202507
ICICIBANK,2026-09-02,15:15,1327.09,1330.35,1318.29,1324.73,318860
SBIN,2026-09-02,09:15,850.00,850.54,846.27,847.94,153655
SBIN,2026-09-02,09:45,847.94,850.37,845.23,845.53,176029
SBIN,2026-09-02,10:15,845.53,847.23,836.27,838.47,60350
SBIN,2026-09-02,10:45,838.47,847.09,837.09,844.80,497246
SBIN,2026-09-02,11:15,844.80,847.58,841.17,847.46,122253
SBIN,2026-09-02,11:45,847.46,850.48,841.08,843.45,254110
SBIN,2026-09-02,12:15,843.45,846.73,841.03,842.77,467430
SBIN,2026-09-02,12:45,842.77,853.18,840.89,850.47,132111
SBIN,2026-09-02,13:15,850.47,859.31,848.90,857.29,300466
SBIN,2026-09-02,13:45,857.29,865.57,853.29,865.48,311175
SBIN,2026-09-02,14:15,865.48,876.47,864.20,873.48,466908
SBIN,2026-09-02,14:45,873.48,881.41,869.86,879.93,401263
SBIN,2026-09-02,15:15,879.93,885.68,876.62,882.44,389551
ITC,2026-09-02,09:15,500.00,505.92,497.88,504.98,489853
ITC,2026-09-02,09:45,504.98,506.56,503.44,504.43,301701
ITC,2026-09-02,10:15,504.43,505.36,499.26,501.50,327720
ITC,2026-09-02,10:45,501.50,503.83,495.63,497.09,367324
ITC,2026-09-02,11:15,497.09,498.56,496.13,498.42,244159
ITC,2026-09-02,11:45,498.42,500.73,493.40,494.22,394054
ITC,2026-09-02,12:15,494.22,496.75,492.05,494.65,384037
ITC,2026-09-02,12:45,494.65,500.13,494.46,497.80,72787
ITC,2026-09-02,13:15,497.80,499.77,495.05,497.00,294147
ITC,2026-09-02,13:45,497.00,499.65,494.61,498.11,87138
ITC,2026-09-02,14:15,498.11,499.20,491.61,493.54,450319
ITC,2026-09-02,14:45,493.54,495.52,487.05,488.83,400459
ITC,2026-09-02,15:15,488.83,491.47,488.54,489.06,174214
LT,2026-09-02,09:15,3600.00,3641.28,3596.55,3630.46,296298
LT,2026-09-02,09:45,3630.46,3639.73,3609.57,3624.70,392048
LT,2026-09-02,10:15,3624.70,3633.20,3589.45,3606.39,219113
LT,2026-09-02,10:45,3606.39,3616.85,3576.16,3589.48,308725
LT,2026-09-02,11:15,3589.48,3606.80,3561.02,3573.94,71145
LT,2026-09-02,11:45,3573.94,3595.64,3561.06,3580.72,336096
LT,2026-09-02,12:15,3580.72,3598.13,3549.25,3566.70,74777
LT,2026-09-02,12:45,3566.70,3582.10,3553.75,3575.59,402499
LT,2026-09-02,13:15,3575.59,3576.65,3545.56,3548.49,171720
LT,2026-09-02,13:45,3548.49,3553.19,3507.44,3514.04,186122
LT,2026-09-02,14:15,3514.04,3523.10,3492.29,3506.63,176727
LT,2026-09-02,14:45,3506.63,3551.67,3501.76,3540.00,203833
LT,2026-09-02,15:15,3540.00,3545.45,3505.32,3513.89,340684
BHARTIARTL,2026-09-02,09:15,1850.00,1852.71,1847.20,1851.38,183736
BHARTIARTL,2026-09-02,09:45,1851.38,1858.66,1845.04,1856.86,412434
BHARTIARTL,2026-09-02,10:15,1856.86,1871.71,1849.63,1862.75,304017
BHARTIARTL,2026-09-02,10:45,1862.75,1869.48,1848.99,1856.66,149227
BHARTIARTL,2026-09-02,11:15,1856.66,1861.73,1852.99,1859.80,84966
BHARTIARTL,2026-09-02,11:45,1859.80,1868.18,1856.55,1867.29,133712
BHARTIARTL,2026-09-02,12:15,1867.29,1883.10,1861.94,1882.57,172874
BHARTIARTL,2026-09-02,12:45,1882.57,1883.72,1879.49,1880.13,288784
BHARTIARTL,2026-09-02,13:15,1880.13,1897.87,1871.05,1890.22,126725
BHARTIARTL,2026-09-02,13:45,1890.22,1901.21,1888.80,1895.15,268428
BHARTIARTL,2026-09-02,14:15,1895.15,1919.50,1885.78,1910.48,266428
BHARTIARTL,2026-09-02,14:45,1910.48,1933.22,1903.96,1926.55,64368
BHARTIARTL,2026-09-02,15:15,1926.55,1932.27,1917.71,1926.83,145160
WIPRO,2026-09-02,09:15,520.00,522.51,518.92,520.10,299172
WIPRO,2026-09-02,09:45,520.10,522.61,514.60,515.12,464397
WIPRO,2026-09-02,10:15,515.12,517.50,507.88,510.40,492807
WIPRO,2026-09-02,10:45,510.40,513.02,508.32,510.93,82405
WIPRO,2026-09-02,11:15,510.93,512.21,507.25,507.33,437844
WIPRO,2026-09-02,11:45,507.33,507.38,501.18,503.03,487608
WIPRO,2026-09-02,12:15,503.03,507.55,501.94,505.82,183344
WIPRO,2026-09-02,12:45,505.82,511.04,503.40,508.95,308805
WIPRO,2026-09-02,13:15,508.95,511.64,507.67,511.20,471422
WIPRO,2026-09-02,13:45,511.20,515.54,508.65,515.18,115076
WIPRO,2026-09-02,14:15,515.18,516.07,510.41,510.67,432969
WIPRO,2026-09-02,14:45,510.67,513.17,509.33,509.34,129283
WIPRO,2026-09-02,15:15,509.34,512.20,508.49,509.68,134612
RELIANCE,2026-09-03,09:15,1450.00,1464.76,1446.80,1462.38,304963
RELIANCE,2026-09-03,09:45,1462.38,1464.53,1449.99,1455.52,240341
RELIANCE,2026-09-03,10:15,1455.52,1469.87,1452.93,1466.81,394420
RELIANCE,2026-09-03,10:45,1466.81,1473.72,1460.81,1472.14,415226
RELIANCE,2026-09-03,11:15,1472.14,1476.28,1462.84,1467.26,224874
RELIANCE,2026-09-03,11:45,1467.26,1469.64,1459.09,1463.79,430207
RELIANCE,2026-09-03,12:15,1463.79,1467.29,1459.19,1467.22,266578
RELIANCE,2026-09-03,12:45,1467.22,1477.51,1462.82,1471.47,233882
RELIANCE,2026-09-03,13:15,1471.47,1477.36,1463.33,1463.40,336075
RELIANCE,2026-09-03,13:45,1463.40,1464.73,1452.75,1455.19,333715
RELIANCE,2026-09-03,14:15,1455.19,1467.37,1448.06,1467.37,89824
RELIANCE,2026-09-03,14:45,1467.37,1483.94,1466.88,1478.89,187812
RELIANCE,2026-09-03,15:15,1478.89,1483.10,1473.62,1477.13,307959
TCS,2026-09-03,09:15,3200.00,3224.18,3189.08,3217.47,440250
TCS,2026-09-03,09:45,3217.47,3224.22,3212.01,3219.92,169417
TCS,2026-09-03,10:15,3219.92,3237.86,3207.52,3222.31,449219
TCS,2026-09-03,10:45,3222.31,3228.56,3214.69,3216.31,405311
TCS,2026-09-03,11:15,3216.31,3230.72,3207.94,3223.08,225984
TCS,2026-09-03,11:45,3223.08,3258.31,3216.24,3244.39,159064
TCS,2026-09-03,12:15,3244.39,3249.60,3208.94,3218.06,404157
TCS,2026-09-03,12:45,3218.06,3231.66,3175.57,3188.62,247017
TCS,2026-09-03,13:15,3188.62,3197.41,3174.39,3180.36,69914
TCS,2026-09-03,13:45,3180.36,3188.52,3147.54,3163.30,455992
TCS,2026-09-03,14:15,3163.30,3165.89,3133.15,3143.62,227705
TCS,2026-09-03,14:45,3143.62,3144.38,3112.66,3120.77,99347
TCS,2026-09-03,15:15,3120.77,3149.05,3114.47,3148.52,195752
INFY,2026-09-03,09:15,1550.00,1562.92,1547.82,1555.28,316463
INFY,2026-09-03,09:45,1555.28,1565.39,1554.87,1563.17,125001
INFY,2026-09-03,10:15,1563.17,1563.53,1554.14,1560.94,467552
INFY,2026-09-03,10:45,1560.94,1567.48,1553.88,1558.48,210349
INFY,2026-09-03,11:15,1558.48,1559.04,1543.05,1543.83,162068
INFY,2026-09-03,11:45,1543.83,1552.22,1538.22,1549.44,282851
INFY,2026-09-03,12:15,1549.44,1552.17,1534.76,1537.95,396261
INFY,2026-09-03,12:45,1537.95,1540.01,1516.01,1523.37,397883
INFY,2026-09-03,13:15,1523.37,1526.75,1505.87,1513.38,210117
INFY,2026-09-03,13:45,1513.38,1531.12,1506.85,1526.35,356341
INFY,2026-09-03,14:15,1526.35,1527.00,1511.92,1515.51,148258
INFY,2026-09-03,14:45,1515.51,1525.94,1514.26,1522.23,415892
INFY,2026-09-03,15:15,1522.23,1533.16,1520.17,1531.06,322007
HDFCBANK,2026-09-03,09:15,1750.00,1753.71,1743.94,1744.15,497996
HDFCBANK,2026-09-03,09:45,1744.15,1750.05,1726.64,1728.56,211447
HDFCBANK,2026-09-03,10:15,1728.56,1734.00,1723.53,1728.88,183056
HDFCBANK,2026-09-03,10:45,1728.88,1743.64,1720.83,1736.99,380926
HDFCBANK,2026-09-03,11:15,1736.99,1745.49,1731.48,1739.33,331974
HDFCBANK,2026-09-03,11:45,1739.33,1762.39,1731.09,1756.23,138889
HDFCBANK,2026-09-03,12:15,1756.23,1772.89,1755.22,1766.02,323395
HDFCBANK,2026-09-03,12:45,1766.02,1773.61,1758.11,1766.37,410069
HDFCBANK,2026-09-03,13:15,1766.37,1774.08,1756.19,1758.34,71023
HDFCBANK,2026-09-03,13:45,1758.34,1763.80,1756.94,1760.15,441589
HDFCBANK,2026-09-03,14:15,1760.15,1776.52,1753.16,1768.35,104261
HDFCBANK,2026-09-03,14:45,1768.35,1776.51,1762.74,1765.71,312030
HDFCBANK,2026-09-03,15:15,1765.71,1785.45,1761.86,1782.13,381762
ICICIBANK,2026-09-03,09:15,1350.00,1356.47,1348.48,1355.21,409374
ICICIBANK,2026-09-03,09:45,1355.21,1361.04,1349.73,1360.77,282918
ICICIBANK,2026-09-03,10:15,1360.77,1377.18,1357.20,1372.20,130365
ICICIBANK,2026-09-03,10:45,1372.20,1372.56,1352.75,1358.72,131665
ICICIBANK,2026-09-03,11:15,1358.72,1367.69,1356.42,1361.12,283703
ICICIBANK,2026-09-03,11:45,1361.12,1373.20,1355.14,1372.78,354067
ICICIBANK,2026-09-03,12:15,1372.78,1377.48,1360.76,1366.28,487003
ICICIBANK,2026-09-03,12:45,1366.28,1367.02,1356.71,1358.65,388826
ICICIBANK,2026-09-03,13:15,1358.65,1364.37,1345.90,1351.94,350407
ICICIBANK,2026-09-03,13:45,1351.94,1356.35,1350.91,1350.99,108941
ICICIBANK,2026-09-03,14:15,1350.99,1355.28,1346.01,1352.94,308926
ICICIBANK,2026-09-03,14:45,1352.94,1368.35,1347.29,1366.31,77334
ICICIBANK,2026-09-03,15:15,1366.31,1371.97,1355.36,1361.76,155836
SBIN,2026-09-03,09:15,850.00,858.29,848.54,856.35,405953
SBIN,2026-09-03,09:45,856.35,857.55,850.81,852.34,64516
SBIN,2026-09-03,10:15,852.34,858.62,848.54,857.93,405619
SBIN,2026-09-03,10:45,857.93,860.75,850.42,853.43,190545
SBIN,2026-09-03,11:15,853.43,859.75,853.29,859.15,345246
SBIN,2026-09-03,11:45,859.15,859.25,853.90,854.29,192019
SBIN,2026-09-03,12:15,854.29,857.79,851.84,856.35,312501
SBIN,2026-09-03,12:45,856.35,861.96,852.60,859.58,52925
SBIN,2026-09-03,13:15,859.58,869.16,858.01,867.85,405563
SBIN,2026-09-03,13:45,867.85,869.95,864.65,869.80,162192
SBIN,2026-09-03,14:15,869.80,873.95,868.00,868.77,193831
SBIN,2026-09-03,14:45,868.77,874.09,867.82,871.47,284321
SBIN,2026-09-03,15:15,871.47,874.66,863.30,865.73,99864
ITC,2026-09-03,09:15,500.00,501.09,495.58,495.95,239442
ITC,2026-09-03,09:45,495.95,497.04,492.69,492.88,87454
ITC,2026-09-03,10:15,492.88,493.43,491.36,492.17,400165
ITC,2026-09-03,10:45,492.17,492.44,488.52,489.07,402783
ITC,2026-09-03,11:15,489.07,493.09,487.66,492.28,214319
ITC,2026-09-03,11:45,492.28,497.79,491.17,496.47,202628
ITC,2026-09-03,12:15,496.47,501.70,496.21,500.77,178711
ITC,2026-09-03,12:45,500.77,503.12,495.58,497.04,356271
ITC,2026-09-03,13:15,497.04,497.35,494.82,495.66,429418
ITC,2026-09-03,13:45,495.66,496.00,494.99,495.31,489241
ITC,2026-09-03,14:15,495.31,498.43,493.14,498.02,473957
ITC,2026-09-03,14:45,498.02,503.39,496.22,501.00,425075
ITC,2026-09-03,15:15,501.00,501.47,499.33,500.71,303742
LT,2026-09-03,09:15,3600.00,3608.48,3579.16,3585.26,391818
LT,2026-09-03,09:45,3585.26,3617.93,3580.95,3603.44,293208
LT,2026-09-03,10:15,3603.44,3632.22,3589.50,3626.85,438865
LT,2026-09-03,10:45,3626.85,3643.72,3589.32,3593.45,125161
LT,2026-09-03,11:15,3593.45,3606.08,3556.14,3570.42,274622
LT,2026-09-03,11:45,3570.42,3606.21,3564.65,3594.37,326283
LT,2026-09-03,12:15,3594.37,3623.60,3579.52,3614.21,117084
LT,2026-09-03,12:45,3614.21,3630.61,3599.53,3617.77,487117
LT,2026-09-03,13:15,3617.77,3638.13,3601.36,3621.48,165038
LT,2026-09-03,13:45,3621.48,3633.26,3597.07,3601.58,148611
LT,2026-09-03,14:15,3601.58,3616.29,3588.62,3594.78,264065
